iter	Passed	Remaining
1662	61142	306520
1663	61179	306487
1664	61217	306453
1665	61253	306415
1666	61288	306370
1667	61324	306330
1668	61358	306279
1669	61394	306237
1670	61429	306190
1671	61464	306146
1672	61500	306104
1673	61534	306057
1674	61572	306022
1675	61607	305978
1676	61645	305947
1677	61679	305897
1678	61714	305853
1679	61751	305815
1680	61785	305767
1681	61822	305732
1682	61859	305694
1683	61896	305659
1684	61933	305623
1685	61968	305580
1686	62004	305540
1687	62040	305496
1688	62076	305459
1689	62110	305407
1690	62145	305360
1691	62179	305313
1692	62213	305262
1693	62249	305221
1694	62286	305185
1695	62324	305156
1696	62360	305112
1697	62396	305072
1698	62432	305033
1699	62468	304991
1700	62503	304950
1701	62542	304922
1702	62577	304878
1703	62611	304825
1704	62648	304791
1705	62685	304755
1706	62719	304707
1707	62755	304665
1708	62792	304631
1709	62827	304585
1710	62862	304539
1711	62898	304498
1712	62932	304448
1713	62966	304401
1714	63002	304360
1715	63039	304325
1716	63075	304282
1717	63112	304245
1718	63147	304203
1719	63181	304153
1720	63217	304110
1721	63252	304067
1722	63288	304025
1723	63325	303993
1724	63362	303956
1725	63397	303909
1726	63431	303862
1727	63465	303811
1728	63499	303761
1729	63535	303723
1730	63571	303683
1731	63607	303639
1732	63641	303593
1733	63675	303543
1734	63710	303494
1735	63745	303451
1736	63780	303405
1737	63815	303364
1738	63851	303324
1739	63888	303285
1740	63922	303239
1741	63957	303191
1742	63994	303154
1743	64029	303112
1744	64065	303073
1745	64100	303027
1746	64135	302982
1747	64171	302943
1748	64208	302909
1749	64244	302868
1750	64279	302824
1751	64316	302786
1752	64352	302748
1753	64388	302706
1754	64423	302660
1755	64459	302620
1756	64495	302581
1757	64530	302538
1758	64565	302493
1759	64601	302453
1760	64635	302405
1761	64672	302367
1762	64707	302323
1763	64744	302286
1764	64781	302254
1765	64817	302214
1766	64854	302179
1767	64890	302139
1768	64927	302103
1769	64963	302061
1770	64998	302019
1771	65035	301981
1772	65070	301936
1773	65105	301892
1774	65141	301853
1775	65177	301811
1776	65212	301768
1777	65248	301726
1778	65283	301682
1779	65319	301643
1780	65356	301608
1781	65390	301560
1782	65426	301519
1783	65463	301483
1784	65498	301439
1785	65533	301396
1786	65568	301352
1787	65604	301312
1788	65641	301277
1789	65677	301235
1790	65714	301202
1791	65761	301209
1792	65800	301184
1793	65840	301165
1794	65881	301145
1795	65922	301128
1796	65960	301097
1797	65997	301064
1798	66035	301030
1799	66074	301005
1800	66117	300999
1801	66161	300993
1802	66202	300979
1803	66242	300954
1804	66280	300925
1805	66317	300887
1806	66356	300862
1807	66395	300837
1808	66435	300815
1809	66470	300767
1810	66506	300729
1811	66539	300678
1812	66573	300625
1813	66610	300591
1814	66644	300541
1815	66679	300497
1816	66713	300451
1817	66748	300406
1818	66782	300354
1819	66816	300306
1820	66852	300265
1821	66886	300219
1822	66921	300174
1823	66957	300132
1824	66991	300085
1825	67028	300051
1826	67063	300007
1827	67103	299981
1828	67138	299936
1829	67174	299897
1830	67207	299848
1831	67243	299807
1832	67281	299775
1833	67317	299735
1834	67352	299693
1835	67389	299653
1836	67422	299603
1837	67459	299566
1838	67495	299526
1839	67530	299482
1840	67564	299435
1841	67599	299388
1842	67636	299353
1843	67670	299306
1844	67704	299259
1845	67740	299219
1846	67775	299175
1847	67811	299133
1848	67847	299096
1849	67882	299049
1850	67917	299004
1851	67952	298960
1852	67987	298915
1853	68021	298868
1854	68057	298828
1855	68091	298782
1856	68128	298746
1857	68163	298701
1858	68199	298660
1859	68234	298617
1860	68271	298584
1861	68308	298545
1862	68343	298504
1863	68378	298458
1864	68414	298420
1865	68449	298375
1866	68483	298325
1867	68519	298285
1868	68556	298251
1869	68592	298214
1870	68628	298172
1871	68664	298134
1872	68698	298086
1873	68733	298039
1874	68768	297995
1875	68803	297954
1876	68840	297919
1877	68875	297875
1878	68910	297830
1879	68944	297782
1880	68980	297741
1881	69015	297697
1882	69051	297656
1883	69086	297615
1884	69122	297576
1885	69159	297540
1886	69194	297497
1887	69230	297455
1888	69265	297413
1889	69301	297371
1890	69335	297323
1891	69370	297281
1892	69407	297244
1893	69441	297196
1894	69478	297161
1895	69513	297120
1896	69548	297075
1897	69583	297033
1898	69619	296989
1899	69654	296948
1900	69690	296906
1901	69727	296875
1902	69764	296838
1903	69800	296797
1904	69835	296756
1905	69870	296713
1906	69907	296677
1907	69944	296641
1908	69981	296607
1909	70018	296571
1910	70056	296540
1911	70092	296501
1912	70129	296465
1913	70164	296420
1914	70200	296380
1915	70245	296378
1916	70285	296356
1917	70327	296342
1918	70366	296317
1919	70402	296277
1920	70439	296240
1921	70473	296192
1922	70507	296145
1923	70544	296109
1924	70578	296061
1925	70615	296028
1926	70650	295984
1927	70688	295952
1928	70723	295908
1929	70760	295872
1930	70796	295835
1931	70832	295793
1932	70867	295751
1933	70904	295714
1934	70940	295675
1935	70976	295638
1936	71013	295600
1937	71046	295548
1938	71081	295506
1939	71117	295468
1940	71153	295428
1941	71187	295382
1942	71225	295347
1943	71261	295308
1944	71297	295269
1945	71333	295230
1946	71367	295184
1947	71405	295150
1948	71439	295105
1949	71475	295067
1950	71511	295025
1951	71546	294982
1952	71581	294940
1953	71616	294895
1954	71652	294856
1955	71688	294818
1956	71726	294783
1957	71760	294740
1958	71795	294693
1959	71829	294646
1960	71864	294603
1961	71901	294569
1962	71936	294525
1963	71972	294487
1964	72007	294443
1965	72045	294413
1966	72082	294375
1967	72117	294332
1968	72153	294295
1969	72188	294249
1970	72223	294209
1971	72259	294168
1972	72294	294123
1973	72329	294082
1974	72366	294046
1975	72402	294005
1976	72438	293966
1977	72472	293919
1978	72507	293877
1979	72545	293845
1980	72582	293809
1981	72615	293761
1982	72651	293720
1983	72686	293678
1984	72722	293639
1985	72759	293603
1986	72796	293568
1987	72830	293521
1988	72870	293496
1989	72906	293459
1990	72943	293420
1991	72978	293380
1992	73014	293340
1993	73051	293304
1994	73086	293260
1995	73122	293221
1996	73158	293181
1997	73196	293151
1998	73232	293111
1999	73267	293070
2000	73302	293026
2001	73339	292991
2002	73376	292955
2003	73411	292915
2004	73447	292873
2005	73483	292833
2006	73518	292793
2007	73555	292756
2008	73591	292718
2009	73624	292667
2010	73660	292628
2011	73697	292593
2012	73734	292558
2013	73770	292516
2014	73805	292473
2015	73839	292428
2016	73874	292385
2017	73910	292345
2018	73944	292299
2019	73979	292256
2020	74014	292211
2021	74049	292168
2022	74084	292127
2023	74119	292083
2024	74154	292039
2025	74190	292000
2026	74225	291959
2027	74262	291922
2028	74297	291880
2029	74331	291832
2030	74366	291791
2031	74401	291747
2032	74436	291703
2033	74472	291665
2034	74508	291625
2035	74542	291580
2036	74579	291544
2037	74617	291513
2038	74652	291470
2039	74688	291429
2040	74726	291398
2041	74762	291359
2042	74797	291317
2043	74832	291276
2044	74868	291238
2045	74904	291197
2046	74940	291159
2047	74977	291121
2048	75012	291081
2049	75048	291042
2050	75083	290997
2051	75120	290962
2052	75156	290924
2053	75191	290880
2054	75227	290841
2055	75261	290797
2056	75299	290766
2057	75334	290723
2058	75370	290683
2059	75405	290640
2060	75441	290600
2061	75479	290572
2062	75514	290528
2063	75549	290484
2064	75586	290450
2065	75621	290407
2066	75658	290373
2067	75694	290332
2068	75729	290290
2069	75765	290250
2070	75799	290203
2071	75833	290159
2072	75867	290111
2073	75904	290074
2074	75938	290029
2075	75973	289986
2076	76008	289944
2077	76043	289901
2078	76079	289863
2079	76113	289815
2080	76141	289746
2081	76170	289681
2082	76208	289650
2083	76243	289608
2084	76278	289567
2085	76315	289531
2086	76349	289484
2087	76383	289439
2088	76418	289395
2089	76452	289348
2090	76486	289303
2091	76523	289266
2092	76560	289232
2093	76595	289188
2094	76631	289151
2095	76666	289109
2096	76702	289069
2097	76738	289030
2098	76772	288984
2099	76808	288947
2100	76845	288912
2101	76882	288875
2102	76916	288831
2103	76953	288793
2104	76987	288747
2105	77022	288706
2106	77057	288663
2107	77092	288621
2108	77129	288584
2109	77166	288551
2110	77202	288513
2111	77239	288477
2112	77276	288443
2113	77314	288412
2114	77349	288371
2115	77384	288327
2116	77419	288282
2117	77452	288235
2118	77488	288197
2119	77523	288151
2120	77558	288112
2121	77593	288068
2122	77627	288023
2123	77664	287987
2124	77700	287949
2125	77736	287911
2126	77772	287871
2127	77807	287828
2128	77842	287788
2129	77880	287754
2130	77916	287716
2131	77952	287678
2132	77987	287634
2133	78023	287596
2134	78058	287554
2135	78093	287513
2136	78128	287469
2137	78164	287430
2138	78200	287392
2139	78233	287344
2140	78267	287298
2141	78302	287256
2142	78339	287218
2143	78375	287181
2144	78412	287146
2145	78449	287111
2146	78483	287067
2147	78518	287024
2148	78554	286984
2149	78590	286946
2150	78625	286903
2151	78660	286863
2152	78696	286823
2153	78731	286781
2154	78767	286744
2155	78803	286702
2156	78839	286664
2157	78872	286618
2158	78908	286579
2159	78946	286546
2160	78982	286506
2161	79017	286465
2162	79052	286422
2163	79086	286379
2164	79121	286336
2165	79156	286293
2166	79192	286253
2167	79227	286212
2168	79262	286170
2169	79299	286136
2170	79335	286096
2171	79371	286058
2172	79404	286010
2173	79440	285971
2174	79475	285930
2175	79512	285894
2176	79549	285858
2177	79584	285816
2178	79619	285775
2179	79655	285735
2180	79689	285692
2181	79723	285647
2182	79760	285609
2183	79793	285562
2184	79828	285520
2185	79864	285482
2186	79899	285439
2187	79934	285395
2188	79972	285365
2189	80008	285328
2190	80045	285290
2191	80079	285246
2192	80115	285208
2193	80150	285165
2194	80185	285125
2195	80220	285082
2196	80255	285040
2197	80293	285007
2198	80328	284965
2199	80362	284921
2200	80398	284883
2201	80436	284851
2202	80472	284813
2203	80509	284779
2204	80543	284734
2205	80577	284688
2206	80611	284642
2207	80648	284607
2208	80683	284566
2209	80720	284530
2210	80755	284489
2211	80790	284445
2212	80826	284407
2213	80862	284370
2214	80897	284327
2215	80933	284289
2216	80968	284247
2217	81004	284210
2218	81040	284170
2219	81075	284129
2220	81110	284088
2221	81146	284049
2222	81182	284012
2223	81218	283971
2224	81253	283931
2225	81289	283892
2226	81324	283849
2227	81360	283813
2228	81395	283769
2229	81438	283756
2230	81479	283737
2231	81519	283710
2232	81559	283685
2233	81597	283656
2234	81638	283633
2235	81678	283608
2236	81715	283575
2237	81754	283546
2238	81796	283529
2239	81834	283497
2240	81874	283473
2241	81916	283454
2242	81956	283430
2243	81993	283396
2244	82031	283364
2245	82073	283347
2246	82111	283316
2247	82153	283297
2248	82190	283262
2249	82224	283216
2250	82258	283171
2251	82292	283128
2252	82328	283087
2253	82361	283041
2254	82395	282995
2255	82431	282955
2256	82466	282914
2257	82502	282875
2258	82537	282832
2259	82574	282799
2260	82610	282759
2261	82651	282740
2262	82694	282724
2263	82745	282738
2264	82801	282766
2265	82842	282745
2266	82881	282719
2267	82918	282684
2268	82956	282652
2269	82997	282629
2270	83034	282596
2271	83078	282585
2272	83120	282564
2273	83163	282550
2274	83205	282532
2275	83253	282535
2276	83291	282503
2277	83328	282469
2278	83364	282429
2279	83402	282398
2280	83440	282366
2281	83480	282342
2282	83524	282331
2283	83559	282287
2284	83594	282245
2285	83635	282222
2286	83669	282179
2287	83705	282139
2288	83741	282100
2289	83777	282062
2290	83813	282025
2291	83849	281985
2292	83884	281944
2293	83920	281905
2294	83954	281859
2295	83989	281819
2296	84024	281775
2297	84059	281733
2298	84092	281687
2299	84128	281648
2300	84165	281610
2301	84200	281570
2302	84236	281533
2303	84273	281497
2304	84309	281457
2305	84343	281414
2306	84379	281373
2307	84414	281331
2308	84448	281288
2309	84485	281254
2310	84520	281209
2311	84556	281172
2312	84592	281134
2313	84628	281095
2314	84666	281062
2315	84701	281023
2316	84737	280983
2317	84773	280943
2318	84808	280902
2319	84845	280867
2320	84881	280829
2321	84916	280789
2322	84952	280750
2323	84990	280716
2324	85025	280675
2325	85061	280638
2326	85098	280602
2327	85133	280561
2328	85170	280526
2329	85206	280485
2330	85240	280443
2331	85277	280405
2332	85313	280366
2333	85349	280329
2334	85385	280290
2335	85421	280252
2336	85458	280219
2337	85496	280184
2338	85530	280140
2339	85564	280096
2340	85601	280059
2341	85638	280023
2342	85675	279989
2343	85710	279949
2344	85747	279911
2345	85782	279870
2346	85816	279828
2347	85852	279788
2348	85887	279745
2349	85921	279701
2350	85958	279668
2351	85994	279628
2352	86029	279586
2353	86063	279543
2354	86099	279504
2355	86135	279463
2356	86170	279422
2357	86207	279389
2358	86243	279349
2359	86279	279311
2360	86315	279272
2361	86352	279236
2362	86387	279196
2363	86424	279161
2364	86459	279120
2365	86495	279080
2366	86529	279038
2367	86566	279000
2368	86602	278964
2369	86640	278929
2370	86674	278887
2371	86712	278855
2372	86747	278812
2373	86781	278769
2374	86818	278732
2375	86853	278692
2376	86889	278653
2377	86924	278610
2378	86959	278570
2379	86993	278526
2380	87028	278484
2381	87064	278446
2382	87101	278410
2383	87137	278372
2384	87176	278342
2385	87211	278301
2386	87248	278265
2387	87282	278222
2388	87318	278182
2389	87352	278139
2390	87388	278101
2391	87427	278071
2392	87464	278036
2393	87498	277993
2394	87536	277961
2395	87570	277915
2396	87604	277871
2397	87640	277831
2398	87675	277791
2399	87712	277757
2400	87750	277725
2401	87787	277687
2402	87823	277651
2403	87858	277609
2404	87894	277571
2405	87929	277530
2406	87964	277488
2407	88000	277449
2408	88034	277404
2409	88070	277365
2410	88103	277320
2411	88140	277283
2412	88175	277242
2413	88211	277204
2414	88247	277167
2415	88284	277131
2416	88320	277092
2417	88355	277052
2418	88392	277016
2419	88426	276973
2420	88465	276942
2421	88499	276899
2422	88534	276859
2423	88572	276825
2424	88606	276780
2425	88641	276741
2426	88676	276699
2427	88712	276659
2428	88747	276617
2429	88783	276581
2430	88818	276539
2431	88855	276503
2432	88889	276459
2433	88925	276420
2434	88960	276381
2435	88996	276341
2436	89032	276304
2437	89066	276261
2438	89102	276222
2439	89140	276188
2440	89174	276145
2441	89210	276106
2442	89245	276065
2443	89280	276024
2444	89317	275990
2445	89352	275946
2446	89388	275909
2447	89424	275872
2448	89461	275838
2449	89496	275795
2450	89532	275756
2451	89566	275712
2452	89600	275667
2453	89635	275627
2454	89671	275587
2455	89707	275549
2456	89743	275511
2457	89778	275470
2458	89814	275433
2459	89850	275394
2460	89885	275355
2461	89922	275318
2462	89957	275278
2463	89995	275244
2464	90029	275202
2465	90066	275165
2466	90102	275128
2467	90137	275086
2468	90174	275050
2469	90208	275009
2470	90245	274971
2471	90281	274934
2472	90317	274895
2473	90355	274864
2474	90392	274828
2475	90426	274786
2476	90462	274746
2477	90496	274702
2478	90531	274660
2479	90565	274617
2480	90602	274582
2481	90637	274542
2482	90675	274510
2483	90710	274469
2484	90743	274422
2485	90781	274389
2486	90817	274352
2487	90852	274310
2488	90887	274270
2489	90922	274227
2490	90957	274187
2491	90992	274145
2492	91027	274103
2493	91064	274068
2494	91100	274030
2495	91135	273991
2496	91171	273952
2497	91206	273911
2498	91242	273872
2499	91277	273832
2500	91315	273799
2501	91350	273758
2502	91385	273719
2503	91421	273681
2504	91458	273645
2505	91494	273608
2506	91530	273569
2507	91566	273532
2508	91600	273488
2509	91635	273445
2510	91669	273401
2511	91703	273359
2512	91738	273317
2513	91772	273273
2514	91806	273230
2515	91841	273188
2516	91869	273125
2517	91900	273074
2518	91938	273042
2519	91972	272998
2520	92008	272958
2521	92044	272922
2522	92080	272885
2523	92115	272843
2524	92150	272801
2525	92185	272759
2526	92220	272720
2527	92256	272683
2528	92291	272640
2529	92325	272596
2530	92359	272553
2531	92394	272513
2532	92431	272476
2533	92467	272440
2534	92501	272397
2535	92537	272358
2536	92572	272317
2537	92609	272282
2538	92644	272240
2539	92679	272199
2540	92714	272159
2541	92750	272120
2542	92785	272079
2543	92820	272038
2544	92854	271997
2545	92890	271959
2546	92926	271920
2547	92960	271875
2548	92995	271834
2549	93033	271804
2550	93069	271766
2551	93105	271727
2552	93142	271691
2553	93176	271649
2554	93213	271614
2555	93248	271574
2556	93284	271535
2557	93319	271493
2558	93355	271456
2559	93389	271413
2560	93420	271361
2561	93452	271310
2562	93490	271279
2563	93525	271237
2564	93560	271198
2565	93597	271163
2566	93632	271123
2567	93668	271083
2568	93704	271045
2569	93741	271011
2570	93776	270970
2571	93810	270928
2572	93845	270887
2573	93880	270846
2574	93917	270809
2575	93952	270770
2576	93992	270742
2577	94027	270701
2578	94062	270662
2579	94098	270624
2580	94132	270581
2581	94167	270540
2582	94203	270500
2583	94241	270469
2584	94277	270433
2585	94312	270390
2586	94346	270348
2587	94381	270307
2588	94418	270272
2589	94453	270230
2590	94488	270191
2591	94525	270155
2592	94559	270112
2593	94593	270067
2594	94629	270031
2595	94664	269990
2596	94698	269947
2597	94733	269906
2598	94769	269868
2599	94803	269826
2600	94839	269788
2601	94875	269749
2602	94911	269711
2603	94945	269667
2604	94980	269629
2605	95017	269593
2606	95052	269551
2607	95087	269511
2608	95121	269469
2609	95155	269425
2610	95190	269384
2611	95227	269350
2612	95263	269310
2613	95297	269268
2614	95332	269227
2615	95369	269193
2616	95406	269156
2617	95440	269115
2618	95475	269074
2619	95512	269038
2620	95550	269005
2621	95586	268969
2622	95622	268932
2623	95658	268893
2624	95695	268857
2625	95730	268819
2626	95766	268779
2627	95802	268742
2628	95837	268702
2629	95874	268667
2630	95908	268623
2631	95944	268585
2632	95978	268543
2633	96014	268506
2634	96054	268477
2635	96089	268437
2636	96125	268399
2637	96161	268362
2638	96198	268328
2639	96233	268286
2640	96268	268247
2641	96302	268204
2642	96337	268163
2643	96374	268128
2644	96410	268089
2645	96447	268054
2646	96482	268016
2647	96520	267981
2648	96559	267954
2649	96596	267918
2650	96631	267878
2651	96667	267839
2652	96701	267797
2653	96737	267759
2654	96772	267720
2655	96808	267680
2656	96845	267645
2657	96880	267604
2658	96915	267565
2659	96950	267524
2660	96987	267488
2661	97022	267448
2662	97058	267410
2663	97098	267384
2664	97138	267358
2665	97178	267330
2666	97216	267300
2667	97258	267278
2668	97300	267256
2669	97340	267229
2670	97382	267208
2671	97419	267174
2672	97459	267147
2673	97497	267116
2674	97538	267092
2675	97579	267066
2676	97618	267036
2677	97656	267006
2678	97692	266968
2679	97731	266937
2680	97769	266905
2681	97810	266882
2682	97845	266840
2683	97880	266800
2684	97916	266763
2685	97953	266726
2686	97991	266696
2687	98027	266657
2688	98063	266619
2689	98098	266579
2690	98134	266543
2691	98172	266508
2692	98206	266467
2693	98241	266426
2694	98276	266386
2695	98311	266345
2696	98346	266303
2697	98383	266269
2698	98417	266226
2699	98453	266188
2700	98489	266151
2701	98526	266116
2702	98559	266071
2703	98595	266032
2704	98631	265995
2705	98667	265957
2706	98702	265918
2707	98738	265879
2708	98773	265838
2709	98808	265797
2710	98843	265758
2711	98877	265715
2712	98914	265679
2713	98949	265638
2714	98988	265609
2715	99023	265570
2716	99060	265533
2717	99094	265491
2718	99127	265444
2719	99164	265409
2720	99198	265368
2721	99234	265329
2722	99270	265291
2723	99305	265252
2724	99341	265215
2725	99378	265178
2726	99414	265141
2727	99448	265098
2728	99484	265061
2729	99520	265022
2730	99554	264981
2731	99590	264943
2732	99630	264914
2733	99667	264879
2734	99704	264844
2735	99738	264801
2736	99773	264762
2737	99811	264729
2738	99845	264686
2739	99880	264647
2740	99917	264612
2741	99952	264571
2742	99987	264531
2743	100021	264489
2744	100058	264452
2745	100092	264411
2746	100129	264375
2747	100164	264333
2748	100198	264293
2749	100234	264253
2750	100270	264216
2751	100306	264178
2752	100342	264142
2753	100377	264100
2754	100413	264064
2755	100449	264027
2756	100486	263990
2757	100520	263948
2758	100555	263907
2759	100589	263865
2760	100631	263844
2761	100673	263821
2762	100716	263802
2763	100753	263766
2764	100789	263729
2765	100824	263689
2766	100858	263647
2767	100894	263609
2768	100931	263574
2769	100970	263543
2770	101005	263502
2771	101040	263462
2772	101076	263424
2773	101114	263394
2774	101150	263357
2775	101186	263319
2776	101223	263282
2777	101258	263242
2778	101294	263205
2779	101330	263166
2780	101367	263132
2781	101402	263092
2782	101438	263054
2783	101474	263017
2784	101509	262977
2785	101545	262939
2786	101581	262900
2787	101617	262863
2788	101653	262825
2789	101689	262788
2790	101725	262750
2791	101760	262711
2792	101795	262671
2793	101830	262631
2794	101866	262593
2795	101902	262556
2796	101936	262513
2797	101970	262470
2798	102005	262430
2799	102040	262388
2800	102076	262351
2801	102113	262316
2802	102148	262276
2803	102183	262237
2804	102220	262201
2805	102258	262170
2806	102296	262135
2807	102332	262099
2808	102366	262057
2809	102402	262018
2810	102435	261973
2811	102472	261938
2812	102508	261901
2813	102544	261864
2814	102583	261833
2815	102621	261802
2816	102657	261764
2817	102693	261726
2818	102729	261687
2819	102764	261648
2820	102803	261617
2821	102837	261577
2822	102872	261535
2823	102907	261494
2824	102943	261457
2825	102979	261419
2826	103007	261361
2827	103040	261318
2828	103076	261280
2829	103111	261240
2830	103147	261202
2831	103184	261166
2832	103219	261127
2833	103254	261086
2834	103292	261055
2835	103329	261019
2836	103361	260972
2837	103395	260930
2838	103432	260895
2839	103468	260856
2840	103506	260824
2841	103542	260785
2842	103577	260746
2843	103613	260708
2844	103648	260669
2845	103683	260630
2846	103719	260591
2847	103747	260534
2848	103777	260482
2849	103816	260452
2850	103852	260415
2851	103889	260380
2852	103925	260342
2853	103960	260302
2854	103997	260266
2855	104033	260228
2856	104070	260195
2857	104105	260155
2858	104140	260114
2859	104175	260073
2860	104210	260034
2861	104244	259993
2862	104279	259952
2863	104314	259912
2864	104349	259872
2865	104385	259835
2866	104425	259807
2867	104459	259764
2868	104495	259727
2869	104528	259681
2870	104565	259647
2871	104601	259609
2872	104636	259569
2873	104672	259533
2874	104707	259491
2875	104743	259455
2876	104779	259416
2877	104813	259374
2878	104849	259337
2879	104884	259298
2880	104919	259258
2881	104955	259219
2882	104991	259182
2883	105024	259138
2884	105060	259100
2885	105095	259061
2886	105131	259023
2887	105166	258983
2888	105202	258945
2889	105237	258905
2890	105274	258870
2891	105309	258830
2892	105344	258792
2893	105382	258758
2894	105420	258725
2895	105454	258683
2896	105490	258646
2897	105528	258613
2898	105562	258570
2899	105595	258527
2900	105629	258484
2901	105666	258450
2902	105701	258410
2903	105738	258374
2904	105773	258335
2905	105810	258300
2906	105845	258259
2907	105883	258226
2908	105918	258187
2909	105953	258147
2910	105990	258112
2911	106024	258071
2912	106060	258034
2913	106095	257992
2914	106129	257951
2915	106164	257912
2916	106198	257868
2917	106232	257827
2918	106268	257790
2919	106303	257750
2920	106340	257713
2921	106379	257685
2922	106416	257650
2923	106451	257609
2924	106486	257570
2925	106522	257531
2926	106556	257490
2927	106591	257451
2928	106627	257413
2929	106663	257374
2930	106697	257334
2931	106732	257294
2932	106767	257252
2933	106804	257219
2934	106840	257181
2935	106877	257147
2936	106912	257107
2937	106950	257073
2938	106984	257031
2939	107019	256993
2940	107053	256951
2941	107089	256912
2942	107125	256874
2943	107161	256839
2944	107196	256798
2945	107230	256756
2946	107268	256722
2947	107305	256687
2948	107340	256648
2949	107375	256609
2950	107411	256571
2951	107449	256539
2952	107485	256502
2953	107520	256461
2954	107555	256423
2955	107591	256386
2956	107626	256344
2957	107662	256308
2958	107697	256267
2959	107733	256231
2960	107769	256192
2961	107802	256150
2962	107837	256109
2963	107874	256075
2964	107909	256036
2965	107947	256001
2966	107982	255963
2967	108017	255923
2968	108053	255886
2969	108090	255849
2970	108125	255811
2971	108160	255771
2972	108196	255734
2973	108231	255694
2974	108267	255656
2975	108302	255616
2976	108338	255580
2977	108374	255542
2978	108411	255506
2979	108446	255468
2980	108484	255434
2981	108520	255396
2982	108556	255361
2983	108591	255320
2984	108627	255283
2985	108662	255243
2986	108698	255205
2987	108725	255149
2988	108755	255095
2989	108793	255064
2990	108829	255025
2991	108864	254987
2992	108900	254950
2993	108934	254909
2994	108971	254873
2995	109007	254834
2996	109043	254798
2997	109077	254757
2998	109111	254715
2999	109147	254678
3000	109182	254636
3001	109219	254603
3002	109255	254566
3003	109291	254529
3004	109326	254489
3005	109362	254451
3006	109396	254410
3007	109429	254364
3008	109464	254325
3009	109501	254290
3010	109535	254249
3011	109570	254208
3012	109604	254168
3013	109640	254130
3014	109675	254089
3015	109709	254049
3016	109745	254011
3017	109780	253971
3018	109814	253929
3019	109850	253892
3020	109886	253856
3021	109922	253817
3022	109959	253783
3023	109994	253744
3024	110031	253709
3025	110066	253670
3026	110101	253630
3027	110138	253594
3028	110172	253553
3029	110207	253514
3030	110243	253477
3031	110279	253439
3032	110313	253396
3033	110347	253356
3034	110383	253319
3035	110417	253276
3036	110451	253235
3037	110485	253193
3038	110521	253155
3039	110557	253118
3040	110591	253077
3041	110627	253039
3042	110664	253004
3043	110699	252964
3044	110734	252924
3045	110769	252887
3046	110804	252846
3047	110841	252811
3048	110876	252772
3049	110912	252735
3050	110947	252695
3051	110983	252658
3052	111018	252619
3053	111055	252584
3054	111092	252549
3055	111128	252511
3056	111164	252475
3057	111202	252442
3058	111237	252401
3059	111274	252367
3060	111309	252327
3061	111346	252292
3062	111380	252252
3063	111417	252217
3064	111454	252182
3065	111490	252145
3066	111524	252103
3067	111560	252066
3068	111597	252031
3069	111633	251993
3070	111669	251955
3071	111703	251915
3072	111738	251876
3073	111774	251838
3074	111811	251803
3075	111847	251765
3076	111882	251726
3077	111917	251687
3078	111952	251647
3079	111988	251610
3080	112024	251572
3081	112061	251538
3082	112098	251503
3083	112133	251463
3084	112168	251423
3085	112203	251385
3086	112239	251348
3087	112275	251310
3088	112309	251270
3089	112345	251232
3090	112381	251195
3091	112416	251155
3092	112451	251116
3093	112485	251074
3094	112520	251034
3095	112557	251000
3096	112595	250966
3097	112630	250928
3098	112667	250892
3099	112708	250867
3100	112750	250842
3101	112787	250809
3102	112826	250777
3103	112864	250745
3104	112903	250714
3105	112942	250683
3106	112983	250658
3107	113022	250626
3108	113059	250593
3109	113097	250561
3110	113137	250531
3111	113179	250507
3112	113219	250478
3113	113259	250452
3114	113301	250426
3115	113338	250393
3116	113379	250366
3117	113417	250333
3118	113454	250297
3119	113489	250258
3120	113523	250217
3121	113558	250178
3122	113595	250143
3123	113632	250107
3124	113666	250065
3125	113700	250025
3126	113736	249987
3127	113772	249949
3128	113806	249908
3129	113842	249871
3130	113877	249831
3131	113912	249793
3132	113952	249763
3133	113989	249729
3134	114027	249696
3135	114063	249659
3136	114099	249622
3137	114135	249584
3138	114175	249556
3139	114210	249517
3140	114246	249480
3141	114284	249446
3142	114320	249409
3143	114355	249370
3144	114389	249329
3145	114425	249291
3146	114462	249257
3147	114498	249220
3148	114533	249179
3149	114568	249140
3150	114602	249099
3151	114638	249062
3152	114676	249028
3153	114711	248990
3154	114748	248955
3155	114786	248921
3156	114822	248884
3157	114856	248843
3158	114891	248803
3159	114927	248767
3160	114964	248731
3161	114999	248693
3162	115036	248657
3163	115072	248621
3164	115109	248584
3165	115143	248544
3166	115182	248513
3167	115217	248474
3168	115253	248436
3169	115287	248395
3170	115322	248356
3171	115356	248315
3172	115391	248276
3173	115426	248236
3174	115463	248200
3175	115498	248161
3176	115534	248125
3177	115571	248089
3178	115606	248050
3179	115640	248009
3180	115676	247972
3181	115712	247935
3182	115748	247896
3183	115783	247857
3184	115820	247823
3185	115856	247786
3186	115892	247749
3187	115926	247708
3188	115962	247669
3189	115996	247629
3190	116030	247586
3191	116066	247550
3192	116101	247510
3193	116137	247473
3194	116172	247434
3195	116208	247398
3196	116243	247358
3197	116279	247320
3198	116313	247279
3199	116348	247241
3200	116383	247201
3201	116420	247167
3202	116456	247128
3203	116490	247088
3204	116525	247047
3205	116560	247009
3206	116596	246972
3207	116632	246934
3208	116666	246894
3209	116703	246858
3210	116739	246820
3211	116774	246782
3212	116810	246745
3213	116844	246704
3214	116880	246666
3215	116916	246629
