iter	RMSE
1389	1.574409883
1390	1.574071112
1391	1.573718245
1392	1.573373465
1393	1.572945995
1394	1.572611153
1395	1.572384672
1396	1.572373604
1397	1.572324552
1398	1.571934492
1399	1.571716103
1400	1.571555416
1401	1.571438348
1402	1.571182933
1403	1.570910443
1404	1.5708693
1405	1.570624083
1406	1.57025328
1407	1.56982565
1408	1.56981403
1409	1.569809267
1410	1.569489282
1411	1.569448862
1412	1.569364152
1413	1.569359874
1414	1.569058189
1415	1.568852527
1416	1.568464259
1417	1.568419024
1418	1.568010804
1419	1.567861257
1420	1.567367834
1421	1.567363496
1422	1.56732318
1423	1.567318461
1424	1.56716785
1425	1.567163261
1426	1.567121058
1427	1.566704829
1428	1.566341767
1429	1.566338228
1430	1.566249609
1431	1.566162263
1432	1.565971124
1433	1.565964023
1434	1.565954061
1435	1.565866047
1436	1.56530412
1437	1.565216819
1438	1.565027553
1439	1.564965291
1440	1.564879801
1441	1.564778037
1442	1.564577269
1443	1.564537909
1444	1.564458194
1445	1.564275436
1446	1.564211032
1447	1.564019113
1448	1.563821309
1449	1.563626922
1450	1.563323318
1451	1.563193929
1452	1.5631411
1453	1.5629459
1454	1.562942562
1455	1.562345251
1456	1.562099623
1457	1.561921135
1458	1.56175517
1459	1.56168156
1460	1.56160052
1461	1.561488075
1462	1.561274066
1463	1.56106173
1464	1.561054333
1465	1.560927112
1466	1.560636234
1467	1.560626652
1468	1.560316023
1469	1.560156945
1470	1.560003561
1471	1.559915363
1472	1.559640401
1473	1.559097482
1474	1.55887195
1475	1.558868657
1476	1.558822359
1477	1.558815961
1478	1.558485357
1479	1.558476112
1480	1.558192182
1481	1.557711836
1482	1.55751353
1483	1.557503003
1484	1.557219886
1485	1.557111963
1486	1.55709612
1487	1.557092011
1488	1.557024017
1489	1.556487121
1490	1.556434953
1491	1.556040766
1492	1.555981209
1493	1.555975007
1494	1.555890873
1495	1.555610847
1496	1.555346806
1497	1.555163241
1498	1.554908383
1499	1.554862971
1500	1.554852623
1501	1.554571471
1502	1.554512262
1503	1.554227632
1504	1.553896113
1505	1.553843737
1506	1.553841665
1507	1.55344419
1508	1.553317157
1509	1.553306704
1510	1.552933891
1511	1.552648427
1512	1.552246349
1513	1.552237369
1514	1.551997544
1515	1.551982275
1516	1.551876184
1517	1.551610409
1518	1.551604458
1519	1.551297673
1520	1.551101445
1521	1.550923369
1522	1.550695515
1523	1.550502194
1524	1.550470665
1525	1.550455699
1526	1.55035469
1527	1.550348709
1528	1.550112575
1529	1.549842134
1530	1.549601915
1531	1.54908959
1532	1.548482085
1533	1.548467308
1534	1.548464032
1535	1.548413729
1536	1.548206263
1537	1.547953159
1538	1.547595107
1539	1.547382471
1540	1.546803906
1541	1.54679405
1542	1.54662206
1543	1.546586453
1544	1.546273883
1545	1.54602454
1546	1.545959034
1547	1.545923323
1548	1.545526443
1549	1.545511861
1550	1.545180277
1551	1.545177157
1552	1.544934739
1553	1.544920341
1554	1.544535372
1555	1.544471204
1556	1.544467835
1557	1.544344631
1558	1.54434125
1559	1.544123585
1560	1.544024829
1561	1.543924795
1562	1.543884993
1563	1.543526403
1564	1.543512898
1565	1.54350958
1566	1.543220516
1567	1.542883933
1568	1.542509139
1569	1.542495648
1570	1.542490154
1571	1.542391613
1572	1.54238265
1573	1.542204939
1574	1.541967016
1575	1.541553695
1576	1.541450211
1577	1.540977829
1578	1.540717747
1579	1.540620577
1580	1.540615175
1581	1.54060196
1582	1.540461358
1583	1.540046385
1584	1.540033282
1585	1.539772161
1586	1.539389126
1587	1.539143199
1588	1.538928824
1589	1.538826033
1590	1.538814304
1591	1.538392964
1592	1.538203314
1593	1.538200163
1594	1.538135226
1595	1.537899041
1596	1.537893788
1597	1.537710626
1598	1.537673675
1599	1.537507042
1600	1.537487621
1601	1.537308565
1602	1.537260223
1603	1.537257166
1604	1.537203278
1605	1.536909985
1606	1.536746051
1607	1.536605934
1608	1.536602399
1609	1.53642298
1610	1.536417991
1611	1.536157585
1612	1.535896366
1613	1.535863574
1614	1.535630401
1615	1.535625736
1616	1.535297736
1617	1.535294756
1618	1.535000039
1619	1.534987575
1620	1.534939737
1621	1.534925265
1622	1.534746406
1623	1.534492546
1624	1.534487991
1625	1.534483051
1626	1.534182692
1627	1.533988016
1628	1.533835708
1629	1.533803644
1630	1.533753658
1631	1.533536932
1632	1.533525916
1633	1.53324484
1634	1.532974833
1635	1.532733991
1636	1.532580984
1637	1.53239816
1638	1.532345221
1639	1.532344335
1640	1.532333528
1641	1.532072005
1642	1.532034135
1643	1.531772358
1644	1.531434983
1645	1.531050616
1646	1.531043852
1647	1.53104101
1648	1.530728516
1649	1.530588821
1650	1.530138328
1651	1.529905056
1652	1.529896663
1653	1.529489743
1654	1.529303513
1655	1.529088842
1656	1.528895287
1657	1.528728272
1658	1.528559483
1659	1.528507273
1660	1.528362449
1661	1.528236714
1662	1.52808223
1663	1.527824974
